State,Year,Quarter,Brand,RegisteredUsers,AppOpens
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Apple,2146,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,OnePlus,1545,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Huawei,1514,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Others,10673,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Xiaomi,28477,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Vivo,22409,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Samsung,21520,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Oppo,12699,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Realme,6489,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Lenovo,2931,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Motorola,2811,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Apple,2546,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Huawei,2029,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,OnePlus,1795,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Others,12805,0
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Xiaomi,34460,0
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Vivo,27883,0
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Samsung,25799,0
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Oppo,15701,0
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Realme,7762,0
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Lenovo,3296,0
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Motorola,3175,0
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Apple,2928,0
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Huawei,2510,0
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,OnePlus,2058,0
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Others,14960,0
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Xiaomi,38996,860686
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Vivo,32183,860686
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Samsung,28908,860686
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Oppo,18106,860686
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Realme,8833,860686
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Lenovo,3513,860686
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Motorola,3454,860686
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Apple,3276,860686
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Huawei,2827,860686
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,OnePlus,2202,860686
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Others,16282,860686
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Xiaomi,43202,3126189
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Vivo,37115,3126189
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Samsung,31867,3126189
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Oppo,20623,3126189
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Realme,10150,3126189
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Lenovo,3660,3126189
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Motorola,3640,3126189
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Apple,3605,3126189
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Huawei,3096,3126189
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,OnePlus,2366,3126189
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Others,17605,3126189
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Xiaomi,48012,3770543
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Vivo,42886,3770543
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Samsung,35031,3770543
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Oppo,23415,3770543
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Realme,12044,3770543
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Apple,3874,3770543
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Motorola,3849,3770543
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Lenovo,3794,3770543
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Huawei,3405,3770543
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,OnePlus,2529,3770543
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Others,18759,3770543
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Xiaomi,52683,4195122
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Vivo,48874,4195122
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Samsung,38134,4195122
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Oppo,26282,4195122
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Realme,13927,4195122
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Apple,4178,4195122
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Motorola,4028,4195122
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Lenovo,3944,4195122
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Huawei,3732,4195122
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,OnePlus,2682,4195122
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Others,20032,4195122
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Xiaomi,58073,4505127
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Vivo,56525,4505127
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Samsung,42346,4505127
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Oppo,29921,4505127
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Realme,16175,4505127
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Apple,4502,4505127
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Motorola,4308,4505127
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Lenovo,4157,4505127
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Huawei,4069,4505127
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,OnePlus,2817,4505127
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Others,21921,4505127
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Vivo,63527,4421499
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Xiaomi,62612,4421499
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Samsung,46194,4421499
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Oppo,33220,4421499
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Realme,18327,4421499
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Apple,4852,4421499
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Motorola,4473,4421499
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Huawei,4325,4421499
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Lenovo,4294,4421499
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,OnePlus,2971,4421499
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Others,23151,4421499
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Vivo,71995,6196436
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Xiaomi,68314,6196436
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Samsung,50714,6196436
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Oppo,36932,6196436
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Realme,20993,6196436
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Apple,5335,6196436
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Motorola,4712,6196436
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Huawei,4635,6196436
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Lenovo,4516,6196436
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,OnePlus,3173,6196436
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Others,25174,6196436
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Vivo,79699,7302462
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Xiaomi,73383,7302462
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Samsung,54230,7302462
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Oppo,40045,7302462
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Realme,23882,7302462
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Apple,5784,7302462
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Huawei,4871,7302462
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Motorola,4859,7302462
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Lenovo,4531,7302462
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Tecno,3575,7302462
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Others,26537,7302462
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Vivo,87001,5062983
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Xiaomi,77605,5062983
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Samsung,57137,5062983
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Oppo,43131,5062983
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Realme,27996,5062983
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Apple,6273,5062983
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Huawei,4834,5062983
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Motorola,4803,5062983
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Tecno,4453,5062983
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Lenovo,4280,5062983
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Others,27481,5062983
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Vivo,95723,7162734
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Xiaomi,82367,7162734
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Samsung,59023,7162734
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Oppo,46708,7162734
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Realme,32929,7162734
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Apple,6802,7162734
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Tecno,5777,7162734
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Motorola,4807,7162734
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Huawei,4785,7162734
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Infinix,4734,7162734
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Others,28219,7162734
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Vivo,104203,15009455
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Xiaomi,85964,15009455
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Samsung,61231,15009455
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Oppo,50155,15009455
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Realme,39211,15009455
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Apple,7542,15009455
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Tecno,6955,15009455
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Infinix,6018,15009455
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,OnePlus,5332,15009455
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Motorola,4828,15009455
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Others,27524,15009455
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Vivo,111699,3910792
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Xiaomi,89446,3910792
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Samsung,63414,3910792
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Oppo,53652,3910792
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Realme,44772,3910792
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Apple,8300,3910792
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Tecno,8287,3910792
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Infinix,6909,3910792
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,OnePlus,5945,3910792
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Motorola,4850,3910792
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Others,27296,3910792
delhi,2018,1,Xiaomi,529823,0
delhi,2018,1,Samsung,407203,0
delhi,2018,1,Vivo,223992,0
delhi,2018,1,Oppo,186309,0
delhi,2018,1,Apple,138507,0
delhi,2018,1,Realme,88082,0
delhi,2018,1,OnePlus,86368,0
delhi,2018,1,Motorola,83639,0
delhi,2018,1,Lenovo,52568,0
delhi,2018,1,Huawei,37398,0
delhi,2018,1,Others,253133,0
delhi,2018,2,Xiaomi,708839,0
delhi,2018,2,Samsung,532749,0
delhi,2018,2,Vivo,313719,0
delhi,2018,2,Oppo,254431,0
delhi,2018,2,Apple,176650,0
delhi,2018,2,Realme,113976,0
delhi,2018,2,Motorola,107679,0
delhi,2018,2,OnePlus,106333,0
delhi,2018,2,Lenovo,66497,0
delhi,2018,2,Huawei,50115,0
delhi,2018,2,Others,325153,0
delhi,2018,3,Xiaomi,908753,0
delhi,2018,3,Samsung,673829,0
delhi,2018,3,Vivo,424455,0
delhi,2018,3,Oppo,332529,0
delhi,2018,3,Apple,218858,0
delhi,2018,3,Realme,140759,0
delhi,2018,3,Motorola,133126,0
delhi,2018,3,OnePlus,126799,0
delhi,2018,3,Lenovo,80056,0
delhi,2018,3,Huawei,63709,0
delhi,2018,3,Others,402038,0
delhi,2018,4,Xiaomi,1206379,0
delhi,2018,4,Samsung,892643,0
delhi,2018,4,Vivo,605041,0
delhi,2018,4,Oppo,464753,0
delhi,2018,4,Apple,279775,0
delhi,2018,4,Realme,181855,0
delhi,2018,4,Motorola,165627,0
delhi,2018,4,OnePlus,155837,0
delhi,2018,4,Lenovo,98258,0
delhi,2018,4,Huawei,84942,0
delhi,2018,4,Others,495203,0
delhi,2019,1,Xiaomi,1428603,0
delhi,2019,1,Samsung,1061515,0
delhi,2019,1,Vivo,755967,0
delhi,2019,1,Oppo,576484,0
delhi,2019,1,Apple,324092,0
delhi,2019,1,Realme,213758,0
delhi,2019,1,Motorola,186450,0
delhi,2019,1,OnePlus,175334,0
delhi,2019,1,Lenovo,109111,0
delhi,2019,1,Huawei,102139,0
delhi,2019,1,Others,565810,0
delhi,2019,2,Xiaomi,1597465,43731570
delhi,2019,2,Samsung,1188974,43731570
delhi,2019,2,Vivo,879650,43731570
delhi,2019,2,Oppo,664693,43731570
delhi,2019,2,Apple,360575,43731570
delhi,2019,2,Realme,240746,43731570
delhi,2019,2,Motorola,200193,43731570
delhi,2019,2,OnePlus,191881,43731570
delhi,2019,2,Lenovo,115488,43731570
delhi,2019,2,Huawei,114662,43731570
delhi,2019,2,Others,611121,43731570
delhi,2019,3,Xiaomi,1749719,163381027
delhi,2019,3,Samsung,1305636,163381027
delhi,2019,3,Vivo,1001823,163381027
delhi,2019,3,Oppo,749989,163381027
delhi,2019,3,Apple,392389,163381027
delhi,2019,3,Realme,269723,163381027
delhi,2019,3,Motorola,210710,163381027
delhi,2019,3,OnePlus,206752,163381027
delhi,2019,3,Huawei,125962,163381027
delhi,2019,3,Lenovo,119861,163381027
delhi,2019,3,Others,649722,163381027
delhi,2019,4,Xiaomi,1872284,172682671
delhi,2019,4,Samsung,1394404,172682671
delhi,2019,4,Vivo,1114120,172682671
delhi,2019,4,Oppo,825921,172682671
delhi,2019,4,Apple,414754,172682671
delhi,2019,4,Realme,300540,172682671
delhi,2019,4,Motorola,217242,172682671
delhi,2019,4,OnePlus,216727,172682671
delhi,2019,4,Huawei,134371,172682671
delhi,2019,4,Lenovo,121793,172682671
delhi,2019,4,Others,677727,172682671
delhi,2020,1,Xiaomi,1998766,178263986
delhi,2020,1,Samsung,1484289,178263986
delhi,2020,1,Vivo,1238728,178263986
delhi,2020,1,Oppo,909331,178263986
delhi,2020,1,Apple,436979,178263986
delhi,2020,1,Realme,333567,178263986
delhi,2020,1,OnePlus,225852,178263986
delhi,2020,1,Motorola,223909,178263986
delhi,2020,1,Huawei,142660,178263986
delhi,2020,1,Lenovo,124278,178263986
delhi,2020,1,Others,707838,178263986
delhi,2020,2,Xiaomi,2125586,142852253
delhi,2020,2,Samsung,1585854,142852253
delhi,2020,2,Vivo,1364186,142852253
delhi,2020,2,Oppo,1002444,142852253
delhi,2020,2,Apple,458450,142852253
delhi,2020,2,Realme,366179,142852253
delhi,2020,2,OnePlus,233802,142852253
delhi,2020,2,Motorola,231246,142852253
delhi,2020,2,Huawei,150807,142852253
delhi,2020,2,Lenovo,127388,142852253
delhi,2020,2,Others,745197,142852253
delhi,2020,3,Xiaomi,2264717,190025029
delhi,2020,3,Samsung,1707446,190025029
delhi,2020,3,Vivo,1516602,190025029
delhi,2020,3,Oppo,1106202,190025029
delhi,2020,3,Apple,485868,190025029
delhi,2020,3,Realme,406930,190025029
delhi,2020,3,OnePlus,244532,190025029
delhi,2020,3,Motorola,238737,190025029
delhi,2020,3,Huawei,159503,190025029
delhi,2020,3,Lenovo,131036,190025029
delhi,2020,3,Others,782601,190025029
delhi,2020,4,Xiaomi,2416705,243433752
delhi,2020,4,Samsung,1842707,243433752
delhi,2020,4,Vivo,1673743,243433752
delhi,2020,4,Oppo,1209582,243433752
delhi,2020,4,Apple,518592,243433752
delhi,2020,4,Realme,452392,243433752
delhi,2020,4,OnePlus,256533,243433752
delhi,2020,4,Motorola,246834,243433752
delhi,2020,4,Huawei,168898,243433752
delhi,2020,4,Lenovo,134947,243433752
delhi,2020,4,Others,827035,243433752
delhi,2021,1,Xiaomi,2575350,281201600
delhi,2021,1,Samsung,1963994,281201600
delhi,2021,1,Vivo,1839180,281201600
delhi,2021,1,Oppo,1318743,281201600
delhi,2021,1,Apple,555462,281201600
delhi,2021,1,Realme,511070,281201600
delhi,2021,1,OnePlus,269742,281201600
delhi,2021,1,Motorola,253270,281201600
delhi,2021,1,Huawei,175712,281201600
delhi,2021,1,Lenovo,137068,281201600
delhi,2021,1,Others,867619,281201600
delhi,2021,2,Xiaomi,2731995,164997774
delhi,2021,2,Samsung,2070161,164997774
delhi,2021,2,Vivo,2011494,164997774
delhi,2021,2,Oppo,1432860,164997774
delhi,2021,2,Realme,596308,164997774
delhi,2021,2,Apple,591905,164997774
delhi,2021,2,OnePlus,291216,164997774
delhi,2021,2,Motorola,252565,164997774
delhi,2021,2,Huawei,176234,164997774
delhi,2021,2,Lenovo,134680,164997774
delhi,2021,2,Others,893281,164997774
delhi,2021,3,Xiaomi,2897206,223844376
delhi,2021,3,Vivo,2220413,223844376
delhi,2021,3,Samsung,2149622,223844376
delhi,2021,3,Oppo,1566918,223844376
delhi,2021,3,Realme,707377,223844376
delhi,2021,3,Apple,631640,223844376
delhi,2021,3,OnePlus,331920,223844376
delhi,2021,3,Motorola,250528,223844376
delhi,2021,3,Huawei,172290,223844376
delhi,2021,3,Tecno,148235,223844376
delhi,2021,3,Others,903912,223844376
delhi,2021,4,Xiaomi,3028207,345669353
delhi,2021,4,Vivo,2413197,345669353
delhi,2021,4,Samsung,2238115,345669353
delhi,2021,4,Oppo,1697646,345669353
delhi,2021,4,Realme,840595,345669353
delhi,2021,4,Apple,705541,345669353
delhi,2021,4,OnePlus,369158,345669353
delhi,2021,4,Motorola,250976,345669353
delhi,2021,4,Tecno,176336,345669353
delhi,2021,4,Huawei,166930,345669353
delhi,2021,4,Others,898426,345669353
delhi,2022,1,Xiaomi,3155264,57524153
delhi,2022,1,Vivo,2586749,57524153
delhi,2022,1,Samsung,2320460,57524153
delhi,2022,1,Oppo,1817979,57524153
delhi,2022,1,Realme,964540,57524153
delhi,2022,1,Apple,761100,57524153
delhi,2022,1,OnePlus,404741,57524153
delhi,2022,1,Motorola,252427,57524153
delhi,2022,1,Tecno,206904,57524153
delhi,2022,1,Huawei,164421,57524153
delhi,2022,1,Others,904612,57524153
goa,2018,1,Xiaomi,23388,0
goa,2018,1,Samsung,19288,0
goa,2018,1,Vivo,8719,0
goa,2018,1,Oppo,6969,0
goa,2018,1,Apple,5957,0
goa,2018,1,OnePlus,5457,0
goa,2018,1,Motorola,4236,0
goa,2018,1,Realme,4094,0
goa,2018,1,Lenovo,2542,0
goa,2018,1,Huawei,1595,0
goa,2018,1,Others,9691,0
goa,2018,2,Xiaomi,31481,0
goa,2018,2,Samsung,25483,0
goa,2018,2,Vivo,12317,0
goa,2018,2,Oppo,9547,0
goa,2018,2,Apple,7433,0
goa,2018,2,OnePlus,6696,0
goa,2018,2,Motorola,5508,0
goa,2018,2,Realme,5427,0
goa,2018,2,Lenovo,3352,0
goa,2018,2,Huawei,2237,0
goa,2018,2,Others,12693,0
goa,2018,3,Xiaomi,39803,0
goa,2018,3,Samsung,32023,0
goa,2018,3,Vivo,16778,0
goa,2018,3,Oppo,12470,0
goa,2018,3,Apple,8815,0
goa,2018,3,OnePlus,7931,0
goa,2018,3,Realme,6878,0
goa,2018,3,Motorola,6674,0
goa,2018,3,Lenovo,3860,0
goa,2018,3,Huawei,3053,0
goa,2018,3,Others,15517,0
goa,2018,4,Xiaomi,50867,0
goa,2018,4,Samsung,40683,0
goa,2018,4,Vivo,22715,0
goa,2018,4,Oppo,16672,0
goa,2018,4,Apple,10884,0
goa,2018,4,OnePlus,9442,0
goa,2018,4,Realme,8708,0
goa,2018,4,Motorola,8176,0
goa,2018,4,Lenovo,4769,0
goa,2018,4,Huawei,3965,0
goa,2018,4,Others,18469,0
goa,2019,1,Xiaomi,62065,0
goa,2019,1,Samsung,49562,0
goa,2019,1,Vivo,29218,0
goa,2019,1,Oppo,20988,0
goa,2019,1,Apple,12909,0
goa,2019,1,OnePlus,10892,0
goa,2019,1,Realme,10545,0
goa,2019,1,Motorola,9355,0
goa,2019,1,Lenovo,5440,0
goa,2019,1,Huawei,5049,0
goa,2019,1,Others,22129,0
goa,2019,2,Xiaomi,72286,1352232
goa,2019,2,Samsung,58572,1352232
goa,2019,2,Vivo,35425,1352232
goa,2019,2,Oppo,25325,1352232
goa,2019,2,Apple,14770,1352232
goa,2019,2,Realme,12215,1352232
goa,2019,2,OnePlus,12033,1352232
goa,2019,2,Motorola,10716,1352232
goa,2019,2,Lenovo,6125,1352232
goa,2019,2,Huawei,5990,1352232
goa,2019,2,Others,25483,1352232
goa,2019,3,Xiaomi,81621,4753892
goa,2019,3,Samsung,66756,4753892
goa,2019,3,Vivo,41691,4753892
goa,2019,3,Oppo,29561,4753892
goa,2019,3,Apple,16481,4753892
goa,2019,3,Realme,14157,4753892
goa,2019,3,OnePlus,13220,4753892
goa,2019,3,Motorola,11738,4753892
goa,2019,3,Huawei,6882,4753892
goa,2019,3,Lenovo,6410,4753892
goa,2019,3,Others,28677,4753892
goa,2019,4,Xiaomi,90791,6290543
goa,2019,4,Samsung,74339,6290543
goa,2019,4,Vivo,48072,6290543
goa,2019,4,Oppo,34061,6290543
goa,2019,4,Apple,17817,6290543
goa,2019,4,Realme,16393,6290543
goa,2019,4,OnePlus,14159,6290543
goa,2019,4,Motorola,12521,6290543
goa,2019,4,Huawei,7674,6290543
goa,2019,4,Lenovo,6696,6290543
goa,2019,4,Others,31023,6290543
goa,2020,1,Xiaomi,100364,7147233
goa,2020,1,Samsung,82358,7147233
goa,2020,1,Vivo,54965,7147233
goa,2020,1,Oppo,38778,7147233
goa,2020,1,Apple,19244,7147233
goa,2020,1,Realme,18803,7147233
goa,2020,1,OnePlus,14926,7147233
goa,2020,1,Motorola,13118,7147233
goa,2020,1,Huawei,8459,7147233
goa,2020,1,Lenovo,7167,7147233
goa,2020,1,Others,33718,7147233
goa,2020,2,Xiaomi,109624,5310126
goa,2020,2,Samsung,90927,5310126
goa,2020,2,Vivo,61868,5310126
goa,2020,2,Oppo,43887,5310126
goa,2020,2,Realme,21236,5310126
goa,2020,2,Apple,20388,5310126
goa,2020,2,OnePlus,15482,5310126
goa,2020,2,Motorola,13908,5310126
goa,2020,2,Huawei,9221,5310126
goa,2020,2,Lenovo,7481,5310126
goa,2020,2,Others,36617,5310126
goa,2020,3,Xiaomi,119983,6129766
goa,2020,3,Samsung,101577,6129766
goa,2020,3,Vivo,69991,6129766
goa,2020,3,Oppo,49411,6129766
goa,2020,3,Realme,24328,6129766
goa,2020,3,Apple,21967,6129766
goa,2020,3,OnePlus,16389,6129766
goa,2020,3,Motorola,14656,6129766
goa,2020,3,Huawei,9964,6129766
goa,2020,3,Lenovo,7790,6129766
goa,2020,3,Others,38906,6129766
goa,2020,4,Xiaomi,132099,10991118
goa,2020,4,Samsung,114296,10991118
goa,2020,4,Vivo,78921,10991118
goa,2020,4,Oppo,55468,10991118
goa,2020,4,Realme,28000,10991118
goa,2020,4,Apple,24214,10991118
goa,2020,4,OnePlus,17571,10991118
goa,2020,4,Motorola,15500,10991118
goa,2020,4,Huawei,10821,10991118
goa,2020,4,Lenovo,8172,10991118
goa,2020,4,Others,42522,10991118
goa,2021,1,Xiaomi,142193,15467672
goa,2021,1,Samsung,123133,15467672
goa,2021,1,Vivo,87010,15467672
goa,2021,1,Oppo,60381,15467672
goa,2021,1,Realme,31824,15467672
goa,2021,1,Apple,26139,15467672
goa,2021,1,OnePlus,18577,15467672
goa,2021,1,Motorola,15944,15467672
goa,2021,1,Huawei,11414,15467672
goa,2021,1,Lenovo,8178,15467672
goa,2021,1,Others,45242,15467672
goa,2021,2,Xiaomi,152107,12710361
goa,2021,2,Samsung,129938,12710361
goa,2021,2,Vivo,94216,12710361
goa,2021,2,Oppo,64685,12710361
goa,2021,2,Realme,37973,12710361
goa,2021,2,Apple,28049,12710361
goa,2021,2,OnePlus,19803,12710361
goa,2021,2,Motorola,15937,12710361
goa,2021,2,Huawei,11315,12710361
goa,2021,2,Lenovo,7861,12710361
goa,2021,2,Others,47222,12710361
goa,2021,3,Xiaomi,163235,16575111
goa,2021,3,Samsung,135615,16575111
goa,2021,3,Vivo,103139,16575111
goa,2021,3,Oppo,69841,16575111
goa,2021,3,Realme,45087,16575111
goa,2021,3,Apple,29989,16575111
goa,2021,3,OnePlus,22136,16575111
goa,2021,3,Motorola,15824,16575111
goa,2021,3,Huawei,11214,16575111
goa,2021,3,Tecno,7719,16575111
goa,2021,3,Others,49659,16575111
goa,2021,4,Xiaomi,172749,28288254
goa,2021,4,Samsung,141066,28288254
goa,2021,4,Vivo,110824,28288254
goa,2021,4,Oppo,75088,28288254
goa,2021,4,Realme,53598,28288254
goa,2021,4,Apple,33398,28288254
goa,2021,4,OnePlus,24355,28288254
goa,2021,4,Motorola,16068,28288254
goa,2021,4,Huawei,10899,28288254
goa,2021,4,Tecno,9081,28288254
goa,2021,4,Others,50052,28288254
goa,2022,1,Xiaomi,181266,18678798
goa,2022,1,Samsung,146487,18678798
goa,2022,1,Vivo,118448,18678798
goa,2022,1,Oppo,80145,18678798
goa,2022,1,Realme,60870,18678798
goa,2022,1,Apple,36235,18678798
goa,2022,1,OnePlus,26283,18678798
goa,2022,1,Motorola,16125,18678798
goa,2022,1,Huawei,10823,18678798
goa,2022,1,Tecno,10780,18678798
goa,2022,1,Others,51166,18678798
gujarat,2018,1,Xiaomi,655082,0
gujarat,2018,1,Samsung,589816,0
gujarat,2018,1,Vivo,424397,0
